"14","linda39@hotmail.com","pbkdf2:sha256:260000$fmCzNCENQAXU0j8W$eb5afaea3f7d76c59a470b4ed4ab604207f13b4ad8194ecefcf0360fcbe30f57","Raymond","III","6.78"
"15","allison23@hotmail.com","pbkdf2:sha256:260000$PBLtVGJmGkiqXy0y$6bf5eedb0b52e1e670232345e9e0363f6e8aaad0e152607b832828053fbf6432","Justin","Branch","552.39"
"16","patricialozano@hotmail.com","pbkdf2:sha256:260000$KXJtlSqfoPCqjWs6$679e740f8ae51805f09173db3c504ce7f27f05f02025f912818c92d47eaac141","Timothy","Kirk","651.46"
"17","martha85@hotmail.com","pbkdf2:sha256:260000$5kAgQKsCA2Ajblm0$4bc69b01e0bd6ce42167e945002ec5ee3289697617266dbf64b2f09344309619","Emily","Arroyo","548.69"
"18","sheryldominguez@gmail.com","pbkdf2:sha256:260000$5lZ1BQsKKi2P6ViC$dd5e01247d7707bcb5d72fbe832fd126fb5bb1b6709aef86aa8208051465c2b2","Rachel","Reese","351.84"
"19","thomaswalker@yahoo.com","pbkdf2:sha256:260000$HnOKWVjF7845axSa$94c70e86ed4170e118a4738b4cdb8c45a89953b12b7f469cf7c52179d949c9b0","Mrs.","MD","431.01"
"20","garyclark@gmail.com","pbkdf2:sha256:260000$SRBwxGKS1Q709I8s$94318a274d8d31bea1a684ae24e3ac91762477ed6431184634576598f05a311e","Eddie","Reynolds","77.84"
"21","lbaker@gmail.com","pbkdf2:sha256:260000$su8SxEipHuWeT030$7e9e677c8f391df4a91a9aed31257f286e825ed4c0e996a0a9dfa9dba0117612","Heidi","Sharp","802.09"
"22","troberson@yahoo.com","pbkdf2:sha256:260000$0886MORoYr76E6N9$c2830e8f626e4d9b54d094a958f95adcd4f93aa7546d9277b01227d310858fac","Anna","Barrett","965.52"
"23","danielrobles@yahoo.com","pbkdf2:sha256:260000$iuxKQ8ASTosqlhOY$dab18c9c439426ef27271182ed3b2052e841a3ae819dea10d23cfe1306d6bd10","William","Bray","355.38"
"24","griffinpamela@hotmail.com","pbkdf2:sha256:260000$haFph4jcUr89LAwk$009cfc3478803ea23e2ffdfd808d594226784cb8a27e9596eedaaf752af96d69","Melissa","Wells","769.23"
"25","qmyers@yahoo.com","pbkdf2:sha256:260000$BbFwfriEMeX1LgdU$f1bdb008245ca355230d174e3124a424fdb381d8dc568dc91eb11f497bcd525d","Amy","Sanchez","941.4"
"26","jeremy94@gmail.com","pbkdf2:sha256:260000$7gVvauIvH4uo8yra$546b1695cdf63fb62188e89c8dbe3c3298a5f3ae53ae879e7ddc9710cedbcb35","Joshua","Jones","94.21"
"27","wendysteele@gmail.com","pbkdf2:sha256:260000$PxHKRbGOYmyqajj5$b056caccfadc2878f7503a2924b12adb3007b7ac3d7472d3a5d616ca6e0ca2a9","Zachary","Garcia","600.3"
"28","preyes@gmail.com","pbkdf2:sha256:260000$CStaSEl1nRBXYqCf$95ca5b21a8f779d71baf890378206a3a26d0cb55b3eb7a4a2ce67580b445666e","Amy","Price","68.55"
"29","martinezchristopher@gmail.com","pbkdf2:sha256:260000$9vrjjcMkbAr2lc0t$889a240ac869d57787c047349bb365f41471e3af924551e2997fb6a9a3e7e16b","Kristin","Ibarra","342.65"
"30","qstark@yahoo.com","pbkdf2:sha256:260000$fzLPzgiimplORXZj$d5f7cf5f31f1136afb66715757e2ba9e4cb3352345f2dd29b27ee673451e1af6","Eric","Taylor","763.59"
"31","waynebarnes@yahoo.com","pbkdf2:sha256:260000$7srlaUEpfn56DBAC$acc90141f5bf4ba6170df3804d630fb7675add7f075d3fa9fcb5bebf2492facf","Daniel","Mccall","836.39"
"32","vschneider@gmail.com","pbkdf2:sha256:260000$2jDDxe38BoNaeIcJ$e98f4527ad22a941108baf0c4e3295440239cfc270a9ca523acd780d1ccb7853","Brian","Kelly","285.58"
"33","shawna76@hotmail.com","pbkdf2:sha256:260000$LOcRxgkVVSjsq00q$0369f1bc8939f0f8647e9ec2ea02dcb59d617a7ee084ce05110a36883e7ebc26","Jessica","Frank","962.0"
"34","vallen@hotmail.com","pbkdf2:sha256:260000$Jt9PBtrhpynR63Tz$24fa3cd1926b80f67524e39cf77cace34c298f9c644d725275dba2b4038da807","Alexander","Gibson","585.7"
"35","andrewkramer@hotmail.com","pbkdf2:sha256:260000$kGAFKQ6nlOCFmDpj$418badd7c0229f6db477a1f7aced4d55dff7216ead35b1e92ce705e6222045cd","Phillip","MD","832.93"
"36","stephenbeck@yahoo.com","pbkdf2:sha256:260000$xXPFRnXpHAud69s5$c4ac3a15dd426bde1c97b1a51357e627280524b836329111ec1d219ea5e4f21f","Leah","Bell","583.42"
"37","sandygarcia@gmail.com","pbkdf2:sha256:260000$9KZnvqwCjNlpSKQj$d725fd3e1130758e6c631e21c8214fcdce99905c2fa6dc1fc8d268ddbdff2e71","Dalton","Fritz","593.45"
"38","nbaker@gmail.com","pbkdf2:sha256:260000$7QCkibxrM1ZWPJlP$b9acb254b1e6c331307c5d65d7383c12b7bd0f4c20a4985f12c5bd97ef102859","Erica","Vega","289.99"
"39","jenniferbaldwin@hotmail.com","pbkdf2:sha256:260000$2ogXKudp5pmDXZCV$62a860054145e08b96b0965365a090471474bb5d7c5fa57a96fce0c2bcd73b17","Dawn","Russell","579.56"
"40","codyherring@hotmail.com","pbkdf2:sha256:260000$MoYrbbYiPELfjmIf$2865e7572c81b68026749a62dbe96d2547fcc712ab71a38c6fa60a4f1df8121c","Erica","Le","251.78"
"41","tgilmore@yahoo.com","pbkdf2:sha256:260000$15iKDyu4YcwtZdER$8003779bd6930edac4368793f8b9ae7a321d436693353fec85a963610a019b18","Kenneth","Castro","52.56"
"42","justinbonilla@hotmail.com","pbkdf2:sha256:260000$1W3K5rCtwAmC8hQS$e5239b7099ac866f90c98689154d76a9d2e775aabb55852cc4c910ad7af1cfeb","Daniel","Patterson","774.42"
"43","webereric@hotmail.com","pbkdf2:sha256:260000$K0U4pIue6212gnZd$cc6abbd7f0fe0b879382625b30b4f50952343a788b3dcdf31d2aa9ac07150fb4","Douglas","Yates","544.98"
"44","denisetaylor@gmail.com","pbkdf2:sha256:260000$s5dP1E5oXhpJSXLH$582252148f0dd498a7aec78755b4a327b6c1b9aac160c7c6b52f06aec6b02c4b","David","Steele","689.45"
"45","lindseyeric@gmail.com","pbkdf2:sha256:260000$IEgZyPWu1RAGTN6C$b1899f63125aa62c03d70252e921fe2ee06cab3282166cd24b078706ec9114f5","Adam","Gregory","840.08"
"46","johnny46@hotmail.com","pbkdf2:sha256:260000$VWoNd3sXwOMftCUF$5731dceadde633d0db390dddbe4f7d6365a2df70c3b1d196385fe5f3c17b3e32","Dr.","II","874.03"
"47","taylorsteven@gmail.com","pbkdf2:sha256:260000$6JPk1xRaXR3n4P4Z$490996b1ebdbbec7ba41aadf882fac58cbd8fee6e6cdc5225b794a65ad348614","William","Burns","64.33"
"48","thomasallen@hotmail.com","pbkdf2:sha256:260000$v6tXboPSCW3xl4uo$4f258caa9db4f64de2c989e5340273657eafb1a3f7e71d1b871e7bc9dc95a6d7","Christopher","Guerrero","700.05"
"49","josephmason@hotmail.com","pbkdf2:sha256:260000$2YN4pbVQd1aa4yM7$55edbaecbb23d116411e6116977d577d41eaacae08c48287ab248b58fdc695c7","Kathryn","Noble","885.2"
"50","richard56@yahoo.com","pbkdf2:sha256:260000$h13a3PDnDMrflK0T$0d69566de94328e2b4e885d581684986236304a6067328bae53202c87bb97df2","Stacey","Rojas","523.18"
"51","yphillips@hotmail.com","pbkdf2:sha256:260000$RYCy5d6Z2CBjwFtj$6b890b79c06ee6de72016ef09f0b7df2c09b6a9c68ed8f23b4ed15ef3b750c88","Chelsea","Love","393.26"
"52","obarr@hotmail.com","pbkdf2:sha256:260000$wLnUwh0Q39qmwJ4V$b44b743f69fbc13402ad6c495ebabc4e039a71776ff3b2e33479c8a0bb49052f","Samantha","Morgan","951.32"
"53","abigailandrews@hotmail.com","pbkdf2:sha256:260000$CsiUvX26xvccEtlC$37f69b38ac69f6ce0beb40749fb60cbeb2b4c1eac5b341f4d00042c97188a7b4","Natalie","Galloway","147.54"
"54","santiagocrystal@hotmail.com","pbkdf2:sha256:260000$1qWTorKyexiaL7TH$170e76a38e44b5fcf35e4760f5debcfe91e954418124eb28743c612f1b4ceb7a","Christopher","Berry","149.39"
"55","amyscott@yahoo.com","pbkdf2:sha256:260000$TBGv4PxaqoAWOlOF$1da5bb4a96d9b3c91f4a1390d8778f93917f7f447c20fd04ba5ddaaeaf046acc","Mason","Warren","569.68"
"56","wmontoya@hotmail.com","pbkdf2:sha256:260000$P92JMNYeECaExxtJ$e1d444ea754a1e83a3a08fed3bad6ef11314f42f4b24bc5efa0a1aeeaba0e06b","Ashley","Cantrell","518.94"
"57","fitzgeraldtim@hotmail.com","pbkdf2:sha256:260000$WhiP7bDIxNZt2cKb$8389aafbc6c91a30d7323f65dbba33d3e76135eb565a033c178c83cf02b46020","Brianna","Howard","694.21"
"58","michellejackson@hotmail.com","pbkdf2:sha256:260000$rxaxG2wm0rowk0XV$324c6fe599b34b276251c1c02ecadb248491462f59d573594e152c233b19f64e","Mark","Fuller","246.9"
"59","porterjoel@hotmail.com","pbkdf2:sha256:260000$t6217X1YAgafRtIu$f097391e1be00caf68dbed697bf376695aa7c13bdfe2a649e2835af69a25c214","Thomas","Velasquez","426.46"
"60","tammy10@yahoo.com","pbkdf2:sha256:260000$v7umD7x11zwVdLsX$f01ea38028d73adb0b0bae18f5c26c5cf3f2636fff318a60af6d7b9059966793","Christopher","Mitchell","520.59"
"61","christianhernandez@gmail.com","pbkdf2:sha256:260000$S5h0xPz5m9A6bZrL$551544307fed1f4da8604a1864cd64d10473e4aac029af53d8f7f529715377d6","Jeffrey","Griffin","574.75"
"62","randallwendy@yahoo.com","pbkdf2:sha256:260000$rS2om6cXuBLeB2aM$0edcc611e96ff57ae1ba33b48c8013a7dd3fbba3da1f2469b64a36ba05b70554","Chase","Foley","5.91"
"63","heathercrawford@yahoo.com","pbkdf2:sha256:260000$WsjHHRNhLpVPy05z$18f84261fad011c7935c777bf69a64a97513e3bbf2fb187918a237f27d70244b","Matthew","Cisneros","86.35"
"64","pauldiaz@gmail.com","pbkdf2:sha256:260000$tflQLqGRtzkvd68S$e5e103757b00da0c83eae3b27467a2ca81a5866acc0dc4eeba2edb3d8e082e8b","Tyler","Pace","873.61"
"65","victorlewis@gmail.com","pbkdf2:sha256:260000$tuf6eibDxP9CTlTU$46563af55763dc876ae649880a2738138f70f3dc62bb2da00ec49c8e0ef2bea4","Matthew","Beltran","725.32"
"66","armstrongcolleen@gmail.com","pbkdf2:sha256:260000$ALicvPsGQXrjH7Yn$d726735be3fa7ef71ab0e10f15a07cb9fb277ed32f2809bfd8723655f151ada2","Sandra","Powell","647.33"
"67","charlotte38@gmail.com","pbkdf2:sha256:260000$2AV6xL9bc6XImJP4$e8c8fdf14ac116edcbb65bb918aa058b2ec7f4ad65c18edfd3a9b1b1713f6a79","Kristen","Hall","541.65"
"68","kristinperry@yahoo.com","pbkdf2:sha256:260000$PhhsmPquwy9iEET6$6a6e800f15b4278f8239d6ce3f4e4bf65b84b950b7bc12ac5747690494d91ce6","Jacob","Roy","406.13"
"69","cbrown@yahoo.com","pbkdf2:sha256:260000$Gb1HKnQLtztViIGR$e35eb105805946b7464f330462adb63d9493a6886fa13ee0d155d1c04375aff0","Shannon","Boyd","433.01"
"70","patricklopez@hotmail.com","pbkdf2:sha256:260000$UTap3oeelyPo3XhH$f574173fe3e5f46c4c45a9edd2e08498b51f98d710f3cd3adf24bbf9e2e1068f","Jessica","Wilson","966.99"
"71","osanders@gmail.com","pbkdf2:sha256:260000$u2o03tslIbuhG7iE$07daea19da64c67bd66adabeecc1f3012493e44bc049da5070a9c7381b8b2e58","Keith","Ramsey","931.12"
"72","cford@hotmail.com","pbkdf2:sha256:260000$622VE39SXHcxMdLU$908b057ed3dee763c2e07306846bb1de21e7e663dd5a42de0c8db1300e46913d","Katherine","Ruiz","544.6"
"73","privera@gmail.com","pbkdf2:sha256:260000$ewSkYe66nzSbRM9n$fc9b4da82e04beac4ca96169379dc6bacdac88ee4a21cb6c6abdeec1e0a54e79","Patricia","Pearson","267.89"
"74","brian64@yahoo.com","pbkdf2:sha256:260000$kXOAGWoNeut41Lvu$32df41df7ee017280a80179e898f423279d73efd156d6a036daca05a5b967702","Alan","Pineda","126.48"
"75","diazfrank@yahoo.com","pbkdf2:sha256:260000$s3M6yrhEZcLEFwFh$fc36ce730b588908099ededf107d818f00b2c85ebaef28c52326d4c038e7369d","Jamie","Clark","304.91"
"76","qferrell@hotmail.com","pbkdf2:sha256:260000$gjig5BMZpkGXydWA$6c92476a329a53d58451bcf31c56a1d2eb3ba087a494c16770d4ea1aa74d6712","David","Harris","466.98"
"77","patrick19@yahoo.com","pbkdf2:sha256:260000$7LgsI9abkgnkdysm$5bce1c5c3bb8dd78c9ab85a00feeed277dd1258321e074913cf4c5bc0c51cf64","John","Coleman","926.89"
"78","brookeclark@yahoo.com","pbkdf2:sha256:260000$V5XOwZ7tYLJJbkH5$5328dabffca5c1ffd6b48111af69674121f0e1b7ed839a84aa1f99b71d8bc165","Katelyn","Howell","720.91"
"79","kellywright@gmail.com","pbkdf2:sha256:260000$fjpqVgBpndSLaHB1$dab508191194241a52567256acedc54a4d0bb3e6b308aa72133282a6ca20e16c","Joshua","Jacobs","799.25"
"80","zrose@yahoo.com","pbkdf2:sha256:260000$B0bTfQUGyGoW6jQp$04e7e246b644fefc6737abb4538ca84baa5e15200ba2fa1624cf2dec89339bf5","Johnathan","Hill","746.62"
"81","stevemartinez@hotmail.com","pbkdf2:sha256:260000$eBAFJ4sE6MBBPDZb$5a146ef0f9d9100eafdd088ecb965e1c1605bf98d4ae14452fcd426b9f5f0b39","John","Spence","791.14"
"82","kabbott@gmail.com","pbkdf2:sha256:260000$mnO4flTmq85ltRKN$1d0c72bb7514e05573c5af6cec3186f618bde4d080406a014a8c1506afb96586","Ryan","Medina","628.21"
"83","john35@hotmail.com","pbkdf2:sha256:260000$BCY1XbXJ6m7MMNLS$bd914ca7cd0c98182609b4af9c22b6452cdb3548cc54eebaf12f223d293fa06e","Susan","Jones","609.39"
"84","xgarcia@yahoo.com","pbkdf2:sha256:260000$yBmf8kejsLAVD68d$d841209524a8dd66ebb2a2c0f24332393f20a37adb4ccae3f83c3de04e86e174","Mr.","Sanchez","252.46"
"85","meganhernandez@gmail.com","pbkdf2:sha256:260000$bpL3tDMQ8k4cGn0m$de548c397237cf5a7b466967322951776347c1217eb7c85b1f063e43141fa652","Samantha","Jarvis","950.66"
"86","lcollins@gmail.com","pbkdf2:sha256:260000$HXXtVU5DHMT9xVHO$a65ac7f31a81108ae6104b15ddc1685306191c1fd2590322d63b3394b7d930b7","John","Graves","857.9"
"87","john71@hotmail.com","pbkdf2:sha256:260000$Jf4wlQKciVbfFQJT$550d9d9049e4759878232ae818782f687ee4bbe181db5cc236d43e63e3f458ac","George","Butler","814.15"
"88","deborah72@hotmail.com","pbkdf2:sha256:260000$RFgw1m85vSsL6cuP$1979bcedbfa5acdfa77d8e90cbc506869468d30309bb6be303f8e07df4b4fd9f","Shawn","Gregory","234.85"
"89","irwinwyatt@gmail.com","pbkdf2:sha256:260000$UUsMg4s4RuTz2Dft$acf3fb4adea79d0359faae6411819ea9e23d32b536f8462c95a92eb0b9addf6a","David","DDS","415.54"
"90","pbrown@yahoo.com","pbkdf2:sha256:260000$zsyYikZX1c4ltjxD$32681e3dd541ecf5824daa34fd3b845f804cfbfbe7354ff0dddaf36f0c3742dd","Mark","Chapman","72.88"
"91","elizabethyang@gmail.com","pbkdf2:sha256:260000$RFehILVf2KUTWs7j$8c41098e9093ca5c467db4400ae45cbdd40256f4fdafb62d85c874114b50d295","Savannah","Miller","434.18"
"92","zwilson@hotmail.com","pbkdf2:sha256:260000$6Xr9drn55AG8GIhp$e5f978beab1ffc56bdfdf4afdc1534e59b8d464a91dd9f3c7f5cd3be10ba0f35","Matthew","Doyle","336.69"
"93","drakefrederick@hotmail.com","pbkdf2:sha256:260000$jMIe1KMht45kwSDG$1b95ce1d1b45019fb8fe8019ebe40f5a400b1ad4cc924d545aadc1f08a821fe5","Daniel","Carter","5.11"
"94","courtneysmith@gmail.com","pbkdf2:sha256:260000$3GU7kN0L6swRlCN1$9ac16f24289814cf596a70613468cf40e98c2e91d6e4be8c08dbdb3693b5c646","Shannon","Smith","333.83"
"95","yolanda44@gmail.com","pbkdf2:sha256:260000$cM5qjtvvsP9diTDP$d3f6b9837f42fcf61d9e61d0e2c60cd6e451cb19f7f1d7c1514b2f8f5b5e67a5","Patrick","Cox","552.63"
"96","jacqueline52@hotmail.com","pbkdf2:sha256:260000$q5vOdkvjkCUlXBdi$e3b4f9942faf23b0c8b37ce694c87dab2bf75f9fa91381cd070d55b4531d2131","Stanley","Rivas","23.88"
"97","jkennedy@gmail.com","pbkdf2:sha256:260000$LGj0btBxaIbDhzbV$198c9201165c675f577d6e44320f5eb39277fbb8c8a5daeac321f71e54440da3","Rebecca","Sandoval","583.33"
"98","jesseedwards@gmail.com","pbkdf2:sha256:260000$PLS30MKZGnGsJlrX$bf5208a6190bdd7d52c2aef0c932555e4581ac130dd01bc726c1e69ecd3c54d9","Justin","Anderson","406.08"
"99","kathleen81@gmail.com","pbkdf2:sha256:260000$K7uPy77MbikkZ5Ys$58949853cf886d6a49f1a5434c8e9bd20cb0b2fbdf6c5c3302e9ba59952b8100","Jay","Butler","723.01"
